ds100,lat,lon
XFVC,44.9277,4.89348
XFMBN,44.0143,1.34127
XFTA,43.8012,4.65693
XFTHV,49.3333,6.15176
XFLE,48.797,5.53844
OFPU,43.5245,-0.910774
OFAG,44.2083,0.620962
XFANG,45.654,0.164691
XFBZ,43.3362,3.2188
XFTM,43.6114,1.45394
XFPT,46.5822,0.33306
OFSV,47.3584,-1.95097
XFBA,46.1109,5.82596
XFLRY,46.6721,-1.43581
XFLGN,49.4442,5.60493
XFAS,50.2869,2.78183
XFCR,49.2639,2.4687
XFNB,43.1904,3.00601
XFM,43.3038,5.38195
XFHZ,50.7251,2.54249
XFTG,49.6593,3.29693
XFVA,50.3636,3.51688
OFVC,48.7952,2.13611
OFCS,48.4484,1.48087
XFRS,49.2592,4.02416
XFVF,48.7176,4.58741
OFRD,47.652,-2.0892
OFBE,47.2887,-2.38918
OFDP,49.9211,1.08126
XFCL,47.3967,6.49205
XFECR,50.6146,3.03436
XFARV,45.3654,3.31068
OFEV,46.3978,6.57776
XFCS,46.7817,4.84339
XFLAR,47.9606,3.50719
OFMI,44.1025,3.0745
XFROA,46.0393,4.06304
XFVI,45.521,4.8744
XFMN,44.5594,4.7447
XFMO,43.6045,3.8808
OFUS,45.5575,2.31435
XFSE,43.4128,3.69654
XFCN,43.2182,2.3518
OFLQ,45.6468,2.70469
OFGRD,43.078,0.573429
OFTA,43.2403,0.069533
XFL,43.1004,-0.042157
XFPU,43.2916,-0.369723
XFTO,43.1284,5.9296
XFJL,43.3858,-1.66111
OFVY,44.532,5.81653
OFGA,44.5638,6.0857
XFHV,49.4927,0.125471
OFRR,49.449,1.09411
XFBR,43.4592,-1.54608
OFAX,47.1926,5.37708
XFDO,47.0963,5.4881
OFMG,48.0067,2.74305
XFJM,50.2962,4.08627
OFVI,46.127,3.43068
XFTC,50.7166,3.16817
OFSG,45.1605,3.4947
XFLBS,44.5927,3.90398
OFLTP,45.5606,5.44965
XFSO,50.3554,3.27696
XFALE,44.128,4.08498
XFMOD,45.1931,6.65847
XFAL,45.6736,6.38362
XFMT,45.4867,6.53145
XFBM,45.6188,6.77167
OFANM,46.1993,6.2364
OFDL,47.5059,7.00976
XFSTL,47.5906,7.55575
OFANN,45.9021,6.12163
OFLRF,46.0674,6.30375
OFBO,46.0777,6.41649
OFCL,46.0613,6.58299
XFARL,43.685,4.63243
OFBM,46.1757,5.55869
XFALN,48.4339,0.098959
XFSR,43.4228,6.77012
XFCA,43.5542,7.02032
XFAG,43.3175,3.4658
XFAN,43.5857,7.11946
XFCE,42.4417,3.16318
OFLTC,42.4587,1.90477
XFHE,43.3531,-1.78196
XFME,43.7747,7.49315
XFNI,43.8324,4.36617
XFLPD,45.7606,4.85999
OFGE,47.2441,5.22446
OFAN,46.8595,5.92353
XFCAR,44.0615,5.99734
XFAXP,43.5227,5.44518
OFBC,44.89,6.63283
XFMOM,45.503,6.04314
XFCGY,46.9074,4.74937
OFTU,47.3895,0.693788
XFLY,49.5132,5.76937
OFFN,46.8577,6.15789
XFPE,42.6959,2.8794
XFPR,42.5135,3.1026
OFMC,46.7593,4.48162
XFLC,46.7654,4.50007
OFET,46.8679,4.1841
XFRM,49.0144,6.39514
XFCLT,46.8577,3.64542
XFNC,43.7048,7.26177
XFAV,43.9416,4.80534
XFMC,43.7382,7.4196
XFSDZ,48.6427,4.94782
XFSQ,49.8398,3.29755
XFMD,47.5106,6.80159
XFC,48.0725,7.34655
XFSL,48.2603,7.44304
OFCH,44.4493,1.43308
XFCX,46.8094,1.69991
OFGU,46.1742,1.87938
XFMUS,45.0344,0.3538
XFCOU,45.0366,-0.131329
OFLI,44.916,-0.236004
OFR,48.6444,1.83284
XFAP,49.4588,6.37197
XFLNG,49.8636,2.35251
XFLS,46.6685,5.5513
OFCD,44.5784,2.07822
OFFO,42.9703,1.60683
OFALT,42.7247,1.83322
OFBL,47.5854,1.32352
OFRZ,44.3627,2.5806
OFF,44.6378,-0.965761
XFMCX,44.0339,-0.908256
OFACC,44.6592,-1.16555
OFSN,47.2867,-2.21072
OFLCO,47.2897,-2.50744
OFLS,46.5,-1.78157
OFNI,46.3194,-0.454162
OFLRO,46.1524,-1.14512
OFRF,45.9474,-0.963686
OFTL,45.2586,1.75638
XFVAN,47.6653,-2.75256
OFAU,47.6802,-2.99948
OFLT,47.7554,-3.36616
XFQ,47.9948,-4.09217
OFLG,44.5556,-0.255685
XFCD,47.6831,0.415007
OFSBL,47.8419,-0.342034
XFSBC,48.5074,-2.76494
OFMOX,48.5781,-3.83267
OFDX,48.7311,1.37035
OFAGT,48.7384,-0.025829
OFBZ,48.702,-0.368216
XFFL,48.7444,-0.573182
OFFY,48.8298,-1.40735
XFEV,49.0185,1.14969
OFSQY,49.1074,0.718899
XFBEY,49.087,0.595772
OFLX,49.138,0.23184
OFC,49.1766,-0.347392
OFBY,49.2696,-0.698294
OFCT,49.3023,-1.24496
OFVA,49.5053,-1.48
XFCHB,49.6333,-1.62104
XFSMA,48.6467,-2.00405
OFSU,48.6652,0.134066
XFVNO,49.0917,1.47796
OFSL,49.1169,-1.10015
OFCTC,49.0426,-1.44142
OFN,45.1252,2.97915
OFBBV,49.6036,0.417438
XFSEQ,49.6315,1.53953
OFRX,50.6957,3.16306
OFETA,50.5169,1.64235
OFAB,50.102,1.82431
XFAVN,50.1269,3.93314
XFFMI,50.0154,4.05391
OFHS,49.9144,4.08453
OFSED,49.6951,4.93012
OFMY,49.523,5.3715
XFLN,50.4265,2.8281
OFBH,50.5213,2.6404
XFCP,49.4221,2.82345
XFNY,49.5772,3.00714
XFMB,50.2726,3.96647
XFBVS,49.4263,2.08859
XFABT,49.6857,1.77437
XFLAO,49.571,3.62374
XFMAL,46.2828,4.77859
OFLC,46.8075,4.43071
XFEN,48.178,6.44138
OFAV,47.9126,6.33551
XFBY,43.4971,-1.47039
OFS,50.443,3.41929
OFARM,50.6807,2.87716
OFSTO,50.7538,2.26677
XFCT,49.0375,3.41281
XFBD,48.7736,5.16726
XFTU,48.679,5.88093
XFLU,48.5878,6.49713
XFSB,48.7386,7.05203
XFSV,48.7449,7.36209
XFO,49.0135,5.97998
XFF,49.0457,6.60401
XFSA,49.0861,6.72103
XFBE,49.1382,6.82892
XFFB,49.1892,6.90026
OFLR,47.8771,5.34456
OFTY,48.2959,4.06457
OFRSS,48.5141,3.72859
OFLV,48.5138,3.25006
XFPS,48.9855,6.02543
XFCF,49.1665,5.86811
OFRT,49.5043,4.36976
OFLU,47.6831,6.49248
XFES,48.4232,7.63852
XFALK,47.6274,7.23866
XFHD,49.2534,6.16407
XFMOH,48.937,6.65881
XFNE,48.3583,5.69039
OFBD,47.354,6.35944
OFAF,49.7157,1.09827
OFBAR,48.4033,7.45693
XFBOW,47.857,7.26758
XFBAH,48.7327,7.70036
OFBYV,48.2049,6.71876
OFCHX,45.9226,6.87384
OFDA,48.3218,7.43575
OFDM,47.6278,7.1246
XFDM,48.9406,7.18484
OFDO,50.5515,2.9131
OFGR,48.8383,-1.58742
OFHR,48.728,7.91054
XFIW,48.8726,7.47667
OFLID,47.4473,6.5814
OFJO,48.4442,5.14362
OFJP,43.5711,7.11188
XFKH,49.0352,7.1252
XFLAE,48.7665,0.620009
OFLDB,48.1856,6.75103
XFTP,50.0628,1.3762
XFVDR,49.2755,1.22498
OFIPG,46.9484,1.98595
OFWB,48.886,7.8094
XFWM,48.9204,7.38187
OFYT,49.6222,0.750587
XFBH,47.811,7.5039
XFBV,48.8197,6.10112
XFBZV,49.2897,6.52972
XFBG,50.4483,2.73317
XFCG,48.7349,6.16938
XFCH,49.6111,3.22413
XFDI,48.8436,6.07184
XFGD,49.2609,6.13578
XFGA,43.4561,5.46357
XFGE,47.2281,4.99942
XFHG,48.8134,7.78216
XFHA,49.3307,6.07319
XFHB,50.417,2.95224
XFJU,48.6895,2.38324
XFLTG,48.9677,8.1829
XFLB,48.9308,2.4262
XFLO,50.3106,3.34384
XFMI,43.5809,4.9995
XFMG,49.2467,6.04339
XFPM,48.8997,6.05088
XFPV,48.6024,6.10329
XFRO,49.256,6.09997
XFPY,45.5572,6.15667
XFPL,48.6768,-3.98731
XFUC,49.3034,6.15632
XFVAR,48.8753,2.63934
XFVE,45.7056,4.88806
XFWBG,49.0316,7.95001
XFWY,49.1488,6.15587
OFSZ,48.9345,7.88239
OFVS,47.6175,6.15204
XFCK,50.9534,1.85018
OFCV,49.2311,2.88649
OFFRO,42.4912,2.03837
OFHAR,46.9927,2.11571
OFLLB,47.8148,6.37259
OFMAL,49.5133,1.03958
OFMAT,48.7818,7.82359
OFMOH,48.5376,7.50061
XFMH,48.7558,7.64146
OFMZ,49.0707,-0.074411
OFNE,46.9877,3.1502
XFOM,48.8423,7.54688
OFOR,48.4624,7.48931
OFOI,49.343,1.10233
XFOC,50.4774,3.24932
XFOL,47.908,1.90465
XFPGX,45.1872,0.707477
OFPON,46.9006,6.35332
OFSOS,49.369,3.33826
OFBT,43.6087,3.14957
OFSFM,46.9927,2.24547
XFRSW,48.8336,8.02984
OFRP,45.0482,5.05206
OFRH,48.5053,7.49123
OFRTH,48.4594,7.20757
OFSAL,48.3472,7.11075
XFSAS,45.7489,-0.617409
OFSLB,48.4801,7.2157
OFSLC,44.3247,3.05695
OFSAU,49.8715,1.06649
OFPOL,50.3789,2.33969
OFVIR,48.8464,-0.883
OFVOI,45.3641,5.59466
OFSAB,46.9106,4.70197
OFSTD,48.2819,6.94824
OFBW,48.7655,7.85127
XFDN,47.3228,5.05518
XFAM,45.5542,6.64839
XFOR,44.1376,4.8194
XFBRT,48.3878,-4.47982
XFLM,47.9953,0.192168
XFNO,48.8965,2.45879
XFSM,49.1073,7.06788
OFRUM,45.863,5.94817
OFSAC,45.9356,6.63649
OFARG,45.9822,6.92785
OFVAL,46.0334,6.93398
XFLA,45.5742,6.73353
OFCOM,48.766,5.58877
OFBEM,43.7066,7.33172
XFDEO,46.8319,1.69434
OFBUV,50.7156,1.61012
OFBUT,50.7274,1.60919
XFRD,48.7427,7.09565
OFLAN,48.4539,-4.25629
OFVHV,42.5913,2.37047
OFBAC,48.4524,6.74415
OFSEL,48.8967,8.09837
OFSYS,45.963,5.83134
OFPOB,45.4341,6.00765
OFVGL,45.8483,5.65377
OFAIW,46.9641,2.05851
XFMBL,43.2957,5.40634
OFPYH,43.5469,-1.11577
OFDPR,44.9458,1.66623
OFNPB,46.8862,1.8472
OFMSK,47.2421,1.98448
XFIS,47.5207,5.13034
OFFRJ,43.4319,6.7329
OFMUR,43.4649,1.32429
OFBNS,43.1798,0.972385
OFLMZ,43.1142,0.38757
OFTRY,43.1837,0.238946
OFOTZ,43.484,-0.767074
OFASZ,47.4843,2.43828
OFCGM,43.6578,7.14838
OFNIR,43.7058,7.29049
OFMJI,45.1507,5.32374
OFARY,47.5576,2.44762
OFCMR,43.7606,7.45723
XFBAY,42.4829,3.12484
XFCLL,42.5269,3.07808
XFAR,42.5438,3.0221
OFCPB,47.6167,2.49138
XFRV,42.7664,2.86776
OFPOV,43.0199,3.03882
OFABG,43.2961,5.56529
OFMGM,46.0887,6.50778
OFPME,43.1163,1.61966
XFTRC,42.8495,1.59993
OFHOS,42.5896,1.8001
OFPUY,42.5223,1.82212
XFSOU,44.9022,1.46666
OFSAE,43.2397,1.57015
OFSHS,47.3273,2.83913
OFRSD,47.9604,-3.83273
OFLDS,50.1283,3.68199
OFSPA,47.3465,2.82886
XFSRA,45.2977,4.8106
OFBAF,47.3883,2.85037
XFLT,48.73,7.25165
OFBSA,48.2385,4.70714
OFCGN,49.6285,5.16827
OFANP,50.6228,3.14759
OFASQ,50.6219,3.15986
XFBX,50.6186,3.23479
OFCXA,50.6871,3.15156
OFCXW,50.6785,3.13776
OFHLM,50.6228,3.11564
OFLZN,50.6205,3.09859
OFPDB,50.6242,3.12805
OFHSL,48.8747,2.32713
XFMEA,48.9574,2.87352
OFRG,48.8238,4.98499
XFVT,48.2025,5.94187
XFCTX,48.1795,5.89045
XFGVT,50.1403,4.81783
OFVDN,49.1655,5.37917
OFBDB,47.9812,6.29531
XFHM,49.1264,6.775
XFSIK,49.4428,6.35212
OFADR,49.3665,5.89093
XFSI,49.0862,7.11131
XFTB,48.9064,7.25539
OFBHE,49.0486,7.43246
OFSUN,48.9359,7.08485
XFSRB,49.0003,7.03691
OFBUR,43.4163,6.80824
OFFAV,49.1183,6.86138
XFFA,48.4163,2.72655
OFGOF,43.5662,7.07329
OFGOD,44.7415,1.38957
OFGUG,48.5555,-3.14331
XFMEL,48.5274,2.65478
OFMTL,48.0136,7.07337
OFPLO,48.6062,-3.4668
OFQME,47.8695,-3.55301
OFSAO,43.639,5.08845
OFMAK,48.88,2.35811
OFTHN,47.8091,7.10705
OFTOH,46.369,6.48197
XFETP,48.437,2.15935
XFCAN,43.312,1.95008
OFBEU,47.023,4.84883
XFBEF,48.3737,7.5838
OFCEY,50.1113,3.40985
XFCRT,46.8186,0.549463
OFISE,43.5154,4.98023
XFTT,49.0517,6.66373
XFBTR,48.9067,6.75311
XFAUM,49.7649,1.7559
XFAUN,48.446,1.77991
XFJY,47.9737,3.39308
XFMST,48.0382,7.13403
XFMVD,47.7468,7.30822
OFAAB,50.3531,2.59271
OFABE,49.2162,5.97152
XFSBP,48.4476,1.33253
OFABS,50.1039,4.76085
OFACH,50.0827,1.65761
OFACN,46.3496,0.250336
OFACS,49.9305,4.67249
OFAE,48.1199,6.52842
XFAH,50.1316,2.78068
OFAGF,46.0999,-0.879801
OFAGY,43.4314,6.85651
OFAIZ,49.496,3.44876
OFALA,45.2589,1.47315
XFALB,50.0058,2.64433
OFALC,49.5238,4.47388
OFALF,44.7941,-0.658349
OFALI,44.0924,1.44534
OFALS,49.7546,2.36394
OFQYX,47.4215,0.981123
OFAMF,49.4847,3.91053
OFAMG,47.4671,-0.531895
OFAMQ,48.4385,1.38843
OFANE,45.9389,4.72037
OFANO,49.985,4.09317
OFANS,47.3694,-1.17804
OFANV,48.3112,2.00348
OFAPY,49.581,3.12216
XFLAC,43.4556,6.48248
OFARL,50.2863,3.12065
OFARN,50.8315,2.40828
OFARS,49.0748,6.07895
OFARX,43.3931,-0.57019
XFAY,48.0809,1.8832
OFASA,43.2543,-0.294901
OFASM,49.0575,6.06268
OFASS,49.9285,2.20075
OFAST,45.139,0.522796
OFATC,43.4351,6.89206
OFAUB,50.2683,3.15832
OFAUD,50.8757,2.07672
OFAUS,43.6355,3.96286
OFAVD,47.0349,2.65238
OFAVN,50.4072,2.8337
OFAVR,49.4447,2.41809
XFAVL,50.1196,3.94647
OFAVT,49.408,3.9731
OFAVY,49.0648,4.0437
OFAZ,48.491,6.69658
OFBAB,49.6308,3.65599
OFBAD,47.7822,-3.19414
OFBAM,49.3807,6.23511
XFBAS,44.9013,-0.522424
OFBAT,43.1405,5.75027
OFBAU,47.8122,1.66858
OFBB,48.7089,6.99539
OFBBE,49.1942,2.20738
OFBBG,50.9524,2.19426
OFBBH,48.0285,7.10409
OFBBR,48.3601,7.13709
OFBCA,43.5233,-1.49048
OFBCH,48.4283,6.79129
OFBCL,46.2704,6.36548
OFBCT,49.2847,5.69958
OFBDS,44.0411,4.89281
OFBDV,46.7883,-1.43466
XFBGY,47.7785,1.62579
OFBEN,43.6278,-1.36985
OFLBP,47.2836,-2.36473
OFBER,43.8,4.64508
OFBES,47.699,-1.87027
OFBEY,47.3734,4.74107
OFBF,48.206,6.80745
OFBGI,50.6141,2.46297
XFBER,50.9692,2.42555
OFBGV,50.3896,3.50605
OFBGY,49.2941,2.34422
OFBHH,48.6119,7.74179
OFBIA,50.3165,2.94152
OFBIB,48.5935,-3.32295
OFBIC,48.4329,0.892803
XFLBR,48.2135,-2.11045
OFBIM,50.4153,2.91207
OFBIO,43.6109,7.12635
OFBIT,47.8277,7.07832
XFLR,48.9474,6.16969
OFBLL,50.729,2.73473
OFBLN,48.333,-2.2339
OFBLR,48.4754,2.69206
OFBLS,43.6533,4.00716
OFBLX,50.2108,2.77002
OFBMA,50.9454,1.89827
OFBMO,50.2781,3.14643
OFBNC,47.9269,-3.70665
OFBNV,48.1866,1.38618
OFBOE,44.2719,4.70788
XFBHI,49.9888,3.44278
OFBOL,48.1986,5.13406
OFBON,48.4681,6.32315
OFBOS,48.2567,1.97303
OFBOY,49.091,4.35334
OFBOP,50.2799,4.01097
OFBR,49.3084,3.76694
XFBEB,49.6264,2.38455
OFBRE,49.5492,0.953853
XFBTM,48.8098,7.00899
OFBRI,50.337,3.01656
XFBET,50.1977,3.81096
OFBRT,48.1405,-1.89739
OFBRZ,48.0286,-1.75181
OFBSB,50.3351,2.84104
OFBSE,47.681,6.80682
OFLBI,47.2044,-1.66149
OFBSM,48.487,7.49794
OFBSN,49.0031,7.50286
OFBSS,49.8583,4.76339
OFBSY,50.5279,2.80531
OFBTH,47.6351,7.48725
OFBTL,49.8596,3.98177
OFBTY,50.0911,3.44895
OFBTZ,47.281,-2.47898
OFBUA,49.9649,2.59876
OFBUH,50.2782,3.33195
OFBUS,46.1231,2.02309
XFBLV,48.565,6.38585
OFBVP,50.5115,2.90525
OFBVS,49.8462,2.39834
OFBYB,49.9326,1.6259
OFBYD,48.552,5.07544
OFBYN,47.39,5.11058
OFCA,49.1876,2.45957
OFLCA,50.0914,3.54017
XFCAF,50.85,1.8121
OFCAO,50.4827,2.48113
OFCAP,43.7205,7.39432
OFCAR,43.762,7.48155
OFCAS,50.7876,2.45978
XFCDF,43.7861,1.3416
OFCAZ,43.2129,1.08307
XFCOM,50.3432,3.04072
OFCBI,49.9119,2.49956
XFCHN,46.6518,0.372964
XFCAB,43.2984,1.21253
OFCBO,49.3296,4.01358
OFCBV,50.1769,3.24159
XFCDT,45.1267,1.22674
OFLCN,43.34,5.05171
OFCCY,49.2543,3.21271
OFCDC,43.6605,7.16708
OFCDH,48.3836,0.848827
OFCDY,47.3022,-1.84649
OFCE,48.5195,6.63269
OFCEE,49.5563,3.77481
OFCEL,48.5244,5.1116
OFCEM,49.3855,2.4179
OFCES,49.8074,2.80106
OFCEV,50.0682,1.63549
OFCGY,48.3237,3.13057
OFCHA,48.3785,6.3015
OFCHB,48.1062,-1.40492
XFCUN,48.0735,1.33837
OFCHI,45.2707,0.043509
OFCHP,48.5456,3.28732
OFCHQ,50.5383,2.5646
XFCTR,47.5873,0.900844
OFCHU,48.1414,1.91269
OFCHY,47.8771,1.78245
OFCIE,48.0261,1.87918
OFLCL,47.3135,-1.35079
OFCIO,43.1996,5.63279
OFCIR,49.2718,2.3602
XFCAV,43.8348,5.04387
OFCIY,49.4038,3.35691
OFCK,51.0179,2.37512
OFCLL,48.3145,7.13187
OFLCH,47.8929,1.82695
OFCLR,48.5332,-2.97472
OFCLS,48.2844,-2.15559
OFCLY,47.9921,1.24348
OFCMM,50.761,3.00961
OFCMP,48.0197,0.335232
OFCMS,49.5438,3.57653
OFCMY,49.1635,2.24033
OFCN,47.0859,-1.28653
XFCB,43.5487,6.98673
OFCNI,48.1273,-0.011375
XFCNO,43.2974,6.18625
OFCNU,43.2336,3.0511
OFCNX,48.3072,6.38779
XFCHA,47.197,-1.5943
OFCOA,43.1818,-0.241592
XFCOB,48.0738,0.486547
XFCOF,45.8294,4.84627
OFCOJ,48.0817,7.34541
OFCON,47.0839,4.91722
OFCOY,47.5203,1.24779
OFCPC,49.6234,3.51677
OFCPF,43.2364,6.0857
OFCPV,43.1034,0.329759
OFCPY,47.7033,6.70131
OFCRE,49.2567,2.40491
OFLEC,46.3606,-0.296151
OFCRI,48.1681,-0.065906
OFCRM,50.415,2.8855
OFCIF,47.1208,2.04677
OFCRY,43.3367,5.15365
OFCRZ,45.3296,1.8818
OFCSC,49.0917,3.06291
OFCSD,44.1623,1.53365
XFCJN,48.9589,3.03246
OFCSL,47.4102,-0.868578
OFCSM,48.9902,3.36791
XFCSN,49.0634,6.31063
XFCSR,45.5827,4.79476
OFCSS,46.2467,4.78428
OFCTN,50.3122,3.1215
OFCTR,47.9871,1.88454
OFCTS,50.1281,3.33378
OFCUC,50.1694,2.78793
OFCUI,50.5219,2.74847
OFCUN,47.2221,-1.72339
OFCVM,48.1983,6.87748
OFCVR,49.3373,2.68263
XFCVB,48.4518,1.23425
OFLCM,47.3005,-2.1933
OFCXS,43.4091,5.01949
XFCER,47.8018,7.17369
OFCZM,45.8487,4.82926
OFCZO,44.0902,4.88824
OFDAG,46.9378,0.60878
OFDAN,50.5759,1.61488
OFDAO,49.8993,2.45886
OFDBM,48.6233,6.34333
OFDCC,48.1436,6.61058
OFDCY,49.6983,4.87479
OFDEC,49.7025,3.69184
OFDE,50.3348,3.38882
OFDEL,50.7161,2.99337
OFDG,44.6543,1.33947
XFDGS,47.3089,-2.06682
OFDH,48.766,7.94757
OFDHM,48.525,7.49305
OFDHS,48.5428,7.53265
OFDIE,43.8657,1.27598
OFDIY,46.7035,0.421019
XFDOR,49.0808,3.64609
OFDNA,48.533,2.01076
OFDOR,49.7997,2.39267
OFDOX,48.3656,5.14834
OFDOZ,44.4429,4.70481
OFDPN,50.1461,3.87135
OFDRA,49.9144,2.23128
OFDRM,43.4178,6.84421
XFDEE,48.752,7.46499
OFDU,48.5455,7.56617
XFDR,50.4322,2.98694
OFDUH,48.544,7.5876
OFDVL,49.8792,4.70737
OFEBH,50.7307,2.40897
XFEH,48.3102,7.49435
OFEC,48.3671,6.87701
OFELG,45.0933,-0.045322
OFEGS,45.4024,2.0651
OFEHC,49.2126,2.16993
OFEHH,48.3825,7.44957
XFEL,42.5971,2.96344
OFEL,48.0869,6.60013
OFEMG,50.7357,3.00639
OFEN,49.2075,5.63978
OFENV,50.5493,3.15858
OFEPG,48.3638,7.45038
OFEPO,48.6052,1.68167
OFEPV,46.2275,0.236152
OFESC,50.1918,3.27548
XFESD,49.4382,2.64242
OFESE,45.5401,4.86828
OFESQ,50.8902,2.41225
XFLES,43.3638,5.3215
OFETH,49.5612,0.330949
OFETI,47.6569,-0.46071
OFETV,48.1387,3.29051
OFEU,50.0544,1.41678
OFEVL,48.5827,5.04469
OFEVN,48.1556,-0.396991
OFEVX,48.5035,6.39326
OFEZ,48.5469,7.62823
OFEZN,43.7222,7.3568
OFFA,48.4251,7.18727
OFFAB,50.3575,2.83103
OFFAG,43.4043,1.28272
OFLFE,49.6965,2.34881
OFFAO,49.7368,1.82609
OFFAR,49.0881,6.90785
OFFAU,47.367,1.74043
OFFAY,49.0487,4.0016
OFFBX,48.2963,5.14177
XFFD,48.7554,6.1446
OFLEB,48.1866,0.639118
OFFEC,50.0649,1.60546
OFFEF,50.0633,1.58906
OFFEL,47.8978,6.98695
OFFEP,50.0235,4.72652
OFFEQ,49.6546,1.83072
OFLEE,49.6578,3.36979
OFFEV,47.8915,1.21039
OFFEY,45.6659,4.853
OFFG,48.6793,5.79129
OFFGV,47.7299,-1.85113
XFFHL,48.491,7.67235
XFFE,50.9015,1.81145
OFFLU,46.4486,4.88207
OFFLV,49.7187,3.19054
OFFLX,47.6988,7.30463
OFFMS,49.3109,3.68217
OFHET,49.4078,6.15669
OFLFT,50.9409,1.84948
OFFOM,46.8514,4.77503
OFFOQ,50.5254,2.60765
OFLFR,48.4199,-4.32022
OFFOS,43.4282,4.97461
OFFOY,49.6546,1.72326
OFFRN,50.56,3.14955
OFFRY,49.9504,3.43278
OFFSM,48.7117,5.98038
OFFTG,43.4458,3.75913
XFFT,50.5664,2.92604
OFFU,49.9862,4.69254
OFFVC,50.3474,2.63353
OFFVL,48.4006,5.15615
OFGAI,44.772,-0.699465
OFGAN,49.5722,2.43746
XFGZ,48.7454,2.72855
OFGAZ,48.6261,1.77222
OFGB,48.695,7.8792
OFGBG,48.0415,7.17483
OFGDE,43.9298,4.95686
OFGDM,48.3382,5.141
OFGEP,48.5191,7.68415
OFLGT,48.0969,-0.885408
OFGFN,43.3172,6.28177
OFGGC,45.0145,1.4832
OFGH,48.9052,7.6534
OFGIC,47.9351,-1.76018
OFGL,43.7166,4.17241
OFGLT,47.803,-3.44309
OFGM,49.1278,4.02288
OFGMX,47.4785,5.12927
OFLAP,44.9288,-0.496266
XFGR,48.5324,7.68985
OFGRI,43.827,1.30233
OFGRL,47.7808,7.22477
OFGRS,51.0025,2.31293
XFGAR,49.6595,1.93849
OFGRW,48.5332,7.42471
OFGTY,43.4257,-1.60862
OFGUC,49.4354,3.96084
OFGUJ,44.6408,-1.06912
OFGUM,48.4851,-3.99853
OFGVL,48.3746,2.06006
OFGVS,50.9789,2.1232
OFGW,48.4134,7.46661
OFGX,48.6851,6.92479
OFGXW,48.4329,7.47874
OFH,48.7032,7.77993
XFHRB,49.3544,2.24162
OFHBM,48.5274,7.38136
OFHBN,50.6069,2.99019
OFHBS,50.0117,4.70491
OFHCH,50.1582,3.74301
OFHCT,49.2183,5.99918
OFHDL,49.1066,6.97771
OFHDP,43.37,-1.76465
OFHDT,48.6455,6.17973
OFLCV,47.6129,1.35381
OFHEB,47.799,-3.28575
OFHES,49.3405,2.27273
OFHF,48.9314,7.93343
OFHGM,46.9069,-1.37123
OFHGP,49.7138,2.53186
OFHG,49.9826,2.06602
XFHC,48.7552,7.57244
OFHHM,47.7381,7.41801
OFHHS,49.4879,2.01089
OFHLS,48.9163,7.83115
OFHLY,49.9436,2.53987
OFHM,48.6917,6.97132
OFLHG,48.1234,-1.819
OFHMS,49.7397,3.07037
OFHMT,50.2542,3.91576
OFHNA,50.5896,2.46594
OFHP,48.9615,7.95402
XFHH,48.0167,7.32066
OFHSD,50.661,1.66721
OFHT,48.6903,6.95219
OFHTV,45.9225,5.50099
OFLUE,44.64,-1.11598
XFHN,49.0038,6.4768
OFHZ,49.1938,5.90733
OFHZH,49.0139,7.08017
OFIAC,48.647,6.80531
OFIE,46.4841,0.316423
OFIGL,47.4056,-0.921021
OFIGY,48.271,6.39955
OFIL,47.6764,7.26832
OFING,46.8747,0.569293
OFISC,48.9981,3.00715
OFLFV,43.9173,5.04734
OFIY,50.226,3.33026
OFJA,46.6819,0.38167
XFJF,49.225,6.0177
OFJON,48.5102,1.55731
OFJSM,49.8334,4.76748
OFJSV,49.2904,3.81899
OFJV,48.6698,6.20264
OFJX,49.3869,2.77725
OFKHE,48.7419,7.81329
OFKHN,48.4096,-4.38818
OFKK,48.9654,7.04901
XFKO,48.3389,7.53523
OFKOM,49.3965,6.27342
OFKR,47.9241,6.96903
OFKST,48.6796,7.85521
OFLLC,48.1094,-1.32082
OFLAE,50.1844,3.8368
OFLAG,49.2926,2.44927
OFLAM,47.7363,-3.08656
OFPEN,47.2899,-2.20104
OFLAU,44.3338,1.51183
OFLAY,47.3351,4.86097
OFLBC,50.4799,3.00882
OFLBL,49.2898,2.1351
OFLBN,43.5871,-1.42887
OFLCC,43.3902,6.3431
OFLCS,43.6639,1.41382
XFLUE,49.3425,2.71775
OFLEP,48.1727,6.67225
OFLF,49.9112,4.69236
OFLFI,50.5616,2.4789
XFLFJ,48.9499,3.12445
OFLFM,49.1797,3.12086
OFLFP,48.29,7.07677
OFLGE,46.5204,0.333338
OFLGG,49.9825,1.5519
OFLGL,48.0873,7.32054
OFLGM,46.7764,6.28041
OFLGU,49.5568,1.27646
OFLHE,44.2105,-0.921109
OFLHF,47.1615,-1.3923
OFLHM,48.5593,7.67794
XFLIR,49.7701,4.33537
OFLIC,49.3248,2.44559
OFLIE,50.4341,2.77155
OFLIH,48.4617,7.66016
OFLIM,47.4504,1.04995
OFLIV,44.7799,4.8301
OFLL,47.9714,-1.74938
OFLLV,50.2683,3.95364
XFLEH,46.6068,-1.65963
XFLAM,48.4659,-2.51146
OFLMN,43.6987,5.09129
XFLUQ,49.7331,4.7831
OFLND,50.4688,3.29056
OFLNP,49.2726,3.23019
OFLOA,49.4672,2.86344
OFLOE,50.6128,3.01705
